,a(p(Erk))
1232,-9.003166198730469
1233,-6.33929443359375
1234,-12.664031982421875
1235,-7.334976196289048
1236,-16.192955017089844
1237,-3.214508056640625
1238,-1.3503646850585938
1239,-6.389259338378906
1240,-12.087898254394531
1241,-1.1411895751953125
1242,-3.5514373779296875
1243,-7.661033630371094
1244,-13.356452941894531
1245,-1.4616546630859375
1246,-7.786407470703125
1247,-7.115379333496094
1248,-8.109703063964844
1249,-6.942237854003906
1250,-0.180084228515625
1251,-4.756843566894531
1252,-13.420036315917969
1253,1.7482528686523438
1254,-4.117210388183594
1255,-5.986968994140639
1256,-8.370315551757812
1257,-15.459281921386719
1258,-5.59881591796875
1259,-13.169662475585938
1260,-10.825531005859375
1261,-18.6905517578125
1262,-8.445365905761719
1263,-10.428276062011705
1264,-1.6330718994140625
1265,-11.190879821777344
1266,-12.524383544921875
1267,-2.0918197631835938
1268,-8.542976379394531
1269,-7.44036865234375
1270,-4.9399871826171875
1271,-17.771331787109375
1272,-5.5211334228515625
1273,-4.330909729003906
1274,-10.829383850097656
1275,-9.091491699218764
1276,-11.586036682128906
1277,-8.611419677734375
1278,-7.368919372558594
1279,-4.919883728027344
1280,-13.099884033203125
1281,-13.122268676757812
1282,-10.163314819335938
1283,-10.961044311523438
1284,-8.191688537597656
1285,-5.830284118652344
1286,-19.716911315917983
1287,-12.120307922363281
1288,-9.481918334960952
1289,-5.144889831542969
1290,-10.215263366699233
1291,-22.669532775878892
1292,-3.8966140747070312
1293,-9.821670532226562
1294,-10.652076721191406
1295,-10.892425537109375
1296,-6.198066711425781
1297,-19.056114196777344
1298,-4.076835632324219
1299,-14.974082946777344
1300,-14.280860900878906
1301,-7.561393737792969
1302,-4.1975860595703125
1303,-14.369003295898423
1304,-0.9340286254882812
1305,-10.287216186523452
1306,-9.139854431152344
1307,-7.505340576171875
1308,-1.6304473876953125
1309,-2.4399795532226562
1310,-11.501472473144531
1311,-8.283721923828125
1312,-10.6646728515625
1313,-6.0865020751953125
1314,-4.044189453125
1315,-7.403282165527344
1316,-2.2162857055664062
1317,-12.315673828125
1318,-12.651138305664062
1319,-8.21575927734375
1320,-12.644630432128906
1321,-2.146026611328125
1322,-14.636833190917969
1323,-10.398162841796875
1324,-13.580215454101562
1325,-11.721847534179688
1326,-9.072479248046875
1327,-12.577239990234375
1328,0.18255615234375
1329,0.20366668701171875
1330,5.149406433105469
1331,-15.4188232421875
1332,-10.274528503417969
1333,-5.587089538574219
1334,-7.501762390136719
1335,-13.91891479492186
1336,-1.72607421875
1337,-17.234962463378906
1338,-5.801300048828125
1339,-21.112281799316406
1340,-12.716133117675781
1341,-0.35095977783203125
1342,-6.511390686035156
1343,-10.487983703613281
1344,-9.998214721679688
1345,-8.064704895019531
1346,-13.88454437255858
1347,-11.302116394042969
1348,-6.66522216796875
1349,-13.955680847167969
1350,-16.38987731933595
1351,-5.4305572509765625
1352,-7.517578125
1353,-1.444549560546875
1354,-14.711784362792969
1355,-10.114982604980469
1356,-10.269683837890625
1357,-10.431480407714844
1358,-12.915107727050781
1359,-6.156654357910156
1360,-6.358772277832031
1361,-17.976097106933608
1362,-8.310501098632812
1363,-4.99298095703125
1364,-8.669631958007812
1365,-12.677391052246094
1366,-13.594284057617188
1367,-14.867538452148438
1368,-3.9763336181640625
1369,-10.225982666015625
1370,-2.990020751953125
1371,-5.156486511230469
1372,-10.06866455078125
1373,-10.010009765625
1374,-7.494064331054673
1375,-12.021766662597656
1376,-4.7164154052734375
1377,-8.899490356445312
1378,-5.932899475097656
1379,-7.721733093261719
1380,-1.9488449096679688
1381,-12.071372985839844
1382,-3.2098541259765625
1383,-9.380020141601562
1384,0.40323638916015625
1385,-6.6939239501953125
1386,-3.6467208862304688
1387,-4.2073974609375
1388,1.9200668334960938
1389,-3.19989013671875
1390,-9.908485412597656
1391,-8.471893310546875
1392,-7.617073059082031
1393,-8.738410949707031
1394,-9.493179321289062
1395,-8.797721862792969
1396,-10.566940307617202
1397,-4.0997467041015625
1398,-2.2131881713867188
1399,-11.029052734375
1400,-6.0225677490234375
1401,-13.182601928710938
1402,-0.41339111328125
1403,5.437889099121094
1404,-6.7795562744140625
1405,-1.60113525390625
1406,-2.123931884765625
1407,-5.617378234863281
1408,-0.8452835083007812
1409,-6.484580993652344
1410,-16.578102111816406
1411,-14.07794189453125
1412,2.1769180297851562
1413,-0.5790863037109375
1414,-6.581207275390639
1415,-7.933723449707031
1416,-2.5900192260742188
1417,-12.941940307617188
1418,-15.666397094726562
1419,-10.713623046875
1420,-9.127159118652344
1421,-10.612541198730455
1422,-11.41647338867189
1423,-9.151718139648438
1424,-10.882049560546875
1425,-7.245445251464844
1426,1.783447265625
1427,0.45088958740234375
1428,-10.147300720214844
1429,-2.7580337524414062
1430,-8.352577209472656
1431,-0.026153564453125
1432,-4.356468200683594
1433,-2.74212646484375
1434,2.9691009521484375
1435,-6.954307556152344
1436,-14.575233459472656
1437,-8.728729248046875
1438,-4.845458984375
1439,-12.403488159179688
1440,-11.885452270507812
1441,-8.466644287109375
1442,-4.7341461181640625
1443,-14.722023010253906
1444,-20.2940673828125
1445,-6.232505798339844
1446,-8.248283386230469
1447,-14.936042785644531
1448,-14.397102355957031
1449,-8.970687866210938
1450,-7.752388000488281
1451,-6.27325439453125
1452,-0.29107666015625
1453,-6.558197021484375
1454,-9.688201904296875
1455,-10.590072631835923
1456,-8.874404907226562
1457,-7.7447509765625
1458,-12.59942626953125
1459,-2.1718826293945312
1460,-12.050689697265625
1461,-2.576171875
1462,-4.209251403808594
1463,-6.441093444824219
1464,-7.551643371582031
1465,-10.951606750488281
1466,-8.820854187011719
1467,-8.646339416503906
1468,-15.108100891113267
1469,-12.338897705078125
1470,-5.092010498046875
1471,-5.933921813964844
1472,-9.600860595703125
1473,-11.625457763671875
1474,-5.4994964599609375
1475,-5.194129943847656
1476,-5.03802490234375
1477,-10.043724060058594
1478,-7.600334167480469
1479,-4.2955780029296875
1480,-12.9691162109375
1481,-15.611900329589844
1482,-1.810821533203125
1483,-8.344985961914062
1484,-7.4996185302734375
1485,-2.9676055908203125
1486,-14.181808471679688
1487,-11.888923645019531
1488,-6.5375213623046875
1489,-7.23712158203125
1490,-4.168754577636719
1491,-2.03076171875
1492,4.140350341796875
1493,-12.074043273925767
1494,-4.556221008300781
1495,-13.612014770507812
1496,-9.796699523925781
1497,-17.688125610351577
1498,2.9829635620117188
1499,-3.6564788818359375
1500,-2.598175048828125
1501,-18.074737548828125
1502,-9.674263000488281
1503,-8.834091186523438
1504,-12.171127319335938
1505,-0.14984130859375
1506,-12.871940612792969
1507,-8.771675109863267
1508,-3.6145706176757812
1509,-9.453506469726562
1510,-9.969047546386719
1511,-9.871971130371094
1512,-3.3961563110351562
1513,-5.965538024902344
1514,-8.883285522460938
1515,-16.28372192382814
1516,-11.020820617675781
1517,-7.625640869140625
1518,-2.1391220092773438
1519,-10.640220642089844
1520,-5.932685852050781
1521,-6.279747009277344
1522,-5.7373504638671875
1523,-0.4417724609375
1524,-11.852035522460938
1525,-4.3150177001953125
1526,-6.766502380371094
1527,-3.6173248291015625
1528,-8.303260803222656
1529,-11.280197143554688
1530,-5.499488830566406
1531,-10.708351135253906
1532,-9.759323120117188
1533,-11.736251831054688
1534,-0.34836578369140625
1535,-3.3529434204101562
1536,-5.2987213134765625
1537,-5.942863464355469
1538,-5.2405548095703125
1539,-6.719184875488281
1540,-8.283210754394531
1541,-6.311958312988281
1542,-8.021484375
1543,-9.574951171875
1544,-7.174446105957031
1545,-9.854469299316406
1546,-8.510215759277344
1547,-6.920921325683594
1548,-6.559700012207031
1549,-0.6612548828125
1550,-3.9092864990234375
1551,-8.219490051269531
1552,-2.5461502075195312
1553,-10.212905883789062
1554,-14.2554931640625
1555,-16.98491668701172
1556,-21.620849609375
1557,-5.578346252441406
1558,-10.540512084960938
1559,-9.443939208984375
1560,-13.077606201171875
1561,-8.912239074707031
1562,-6.305839538574219
1563,1.6868667602539062
1564,-9.844535827636719
1565,-1.7246780395507812
1566,-0.8050689697265625
1567,-3.2014846801757812
1568,-5.585990905761719
1569,-8.112251281738281
1570,-6.092109680175781
1571,0.23120880126953125
1572,-9.074050903320312
1573,-10.300468444824219
1574,-17.684875488281264
1575,-14.111984252929702
1576,-3.3203201293945312
1577,-3.1365966796875
1578,-4.834999084472656
1579,-13.994895935058594
1580,-11.714958190917969
1581,1.2708587646484375
1582,-8.64703369140625
1583,-0.835418701171875
1584,-2.8201980590820312
1585,-14.586479187011719
1586,-6.101249694824219
1587,-6.31536865234375
1588,-2.211273193359375
1589,-14.882621765136719
1590,7.673980712890625
1591,-3.1317062377929688
1592,-10.754570007324233
1593,-5.776519775390625
1594,-10.765388488769531
1595,-6.029716491699219
1596,-14.92269134521483
1597,-10.552833557128906
1598,-11.227668762207031
1599,-6.76995849609375
1600,-1.0572357177734375
1601,-14.424522399902344
1602,-3.598724365234375
1603,-8.975769042968764
1604,-12.734130859375
1605,-5.0097198486328125
1606,-9.916305541992188
1607,-2.0290985107421875
1608,-5.9534149169921875
1609,-4.8138427734375
1610,0.5696868896484375
1611,-13.41488647460939
1612,0.38356781005859375
1613,-12.020256042480469
1614,-17.825721740722642
1615,-6.404571533203125
1616,-17.31542205810547
1617,-1.8353118896484375
1618,-0.0605621337890625
1619,-4.61810302734375
1620,-7.782386779785156
1621,0.060028076171875
1622,-17.148567199707017
1623,-17.270706176757812
1624,-5.82415771484375
1625,-7.977165222167969
1626,-6.154014587402344
1627,-9.469673156738281
1628,-7.8179168701171875
1629,-10.452232360839844
1630,-10.161567687988267
1631,-2.2300872802734375
1632,-9.486694335937514
1633,-6.472137451171875
1634,-9.78125
1635,-6.0380401611328125
1636,-2.3460693359375
1637,-13.960601806640625
1638,-6.960906982421875
1639,-12.377746582031236
1640,-5.107337951660156
1641,-4.30224609375
1642,-5.958694458007798
1643,-9.786003112792969
1644,0.21569061279298296
1645,0.6585006713867188
1646,-3.081298828125
1647,-5.4236602783203125
1648,-15.657341003417969
1649,-11.961311340332031
1650,7.313026428222656
1651,-19.128997802734375
1652,-5.647209167480469
1653,-11.05615234375
1654,-7.320060729980469
1655,-9.718040466308594
1656,-7.3500213623046875
1657,-2.256622314453125
1658,-4.20166015625
1659,-16.184532165527344
1660,-5.637290954589844
1661,-14.792724609375014
1662,-1.0539169311523438
1663,-17.18549346923828
1664,-4.47491455078125
1665,-4.72711181640625
1666,-13.39453125
1667,-6.566276550292969
1668,-2.6208724975585938
1669,-3.1684646606445312
1670,-1.8263626098632812
1671,-4.739952087402358
1672,-15.676040649414048
1673,-8.0831298828125
1674,-12.493331909179688
1675,-8.257492065429688
1676,-14.572967529296875
1677,-18.253982543945312
1678,-1.7880859375
1679,-11.915351867675781
1680,-13.375137329101562
1681,-13.533958435058594
1682,-11.649711608886719
1683,-4.166130065917969
1684,-7.6284332275390625
1685,-9.271095275878906
1686,-9.237190246582031
1687,-14.415344238281264
1688,-1.8977279663085938
1689,-9.81044769287108
1690,-7.3236541748046875
1691,-8.650711059570312
1692,-7.550483703613281
1693,-10.972846984863281
1694,-8.679084777832031
1695,-8.971694946289062
1696,-10.951980590820312
1697,-5.352386474609375
1698,-7.043548583984375
1699,-10.567039489746094
1700,-10.690513610839844
1701,-12.438575744628906
1702,-0.0948944091796875
1703,-6.386970520019531
1704,-7.404533386230469
1705,-9.466880798339844
1706,-14.101158142089844
1707,-21.505592346191406
1708,-7.1295318603515625
1709,-9.175140380859375
1710,-10.343505859375
1711,-10.542404174804688
1712,-8.147087097167969
1713,-10.133132934570327
1714,-8.721107482910156
1715,-10.577102661132812
1716,-0.9068222045898438
1717,-9.525466918945298
1718,-2.3652572631835938
1719,-7.511573791503906
1720,-7.885398864746094
1721,-12.094482421875
1722,-10.529670715332031
1723,-3.620849609375
1724,-10.752128601074219
1725,-14.639228820800781
1726,-9.619422912597656
1727,-5.944419860839844
1728,-14.277603149414062
1729,-12.993293762207031
1730,-4.2585601806640625
1731,-17.155975341796875
1732,-11.515487670898438
1733,-3.6744003295898438
1734,-10.38616943359375
1735,5.071540832519531
1736,-15.652885437011719
1737,-9.628204345703125
1738,-1.9810791015625
1739,-10.740516662597656
1740,-10.468009948730469
1741,-9.863372802734375
1742,-13.474639892578125
1743,-7.791740417480469
1744,-7.6913909912109375
1745,-7.76593017578125
1746,-12.448165893554688
1747,3.0111618041992188
1748,-3.3175201416015625
1749,-3.9964981079101562
1750,-2.9880218505859375
1751,-9.429946899414062
1752,-11.41262054443358
1753,-13.528335571289062
1754,-9.488449096679688
1755,-11.88588714599608
1756,-7.6330108642578125
1757,-5.382026672363281
1758,-8.865737915039062
1759,-7.865547180175781
1760,-9.62225341796875
1761,-3.9397811889648438
1762,-11.933120727539062
1763,-9.22479248046875
1764,-7.605323791503906
1765,-6.981834411621094
1766,-0.8841018676757812
1767,-4.2033538818359375
1768,-11.047294616699219
1769,-18.553825378417983
1770,-9.334220886230469
1771,-15.339263916015625
1772,-7.583015441894531
1773,-5.5687713623046875
1774,-0.7198867797851562
1775,-6.422096252441406
1776,-10.29827880859375
1777,-9.041763305664062
1778,1.7099990844726562
1779,-5.3663482666015625
1780,-7.3783416748046875
1781,-2.0662078857421875
1782,2.31890869140625
1783,-8.645034790039062
1784,-3.2122039794921875
1785,-7.697013854980469
1786,-15.15303802490233
1787,-5.8017730712890625
1788,-4.99908447265625
1789,-9.480819702148438
1790,-8.424919128417969
1791,-14.58322143554686
1792,-9.869117736816406
1793,-11.003082275390625
1794,-6.631004333496094
1795,-9.831962585449219
1796,-13.83050537109375
1797,-7.401710510253906
1798,-11.37416839599608
1799,-12.113052368164062
1800,-2.1664962768554688
1801,-9.888763427734375
1802,-11.941703796386719
1803,-3.9431686401367188
1804,-7.70281982421875
1805,-11.238655090332031
1806,-8.620346069335938
1807,0.50103759765625
1808,-9.053047180175781
1809,-3.1550064086914062
1810,-19.04418182373047
1811,-9.804061889648438
1812,-14.318717956542955
1813,-14.583580017089844
1814,-8.744964599609375
1815,-2.6063766479492188
1816,-1.9363861083984375
1817,-12.881454467773438
1818,-0.5681381225585938
1819,-16.1676025390625
1820,-8.857078552246094
1821,-15.356986999511719
1822,-6.556472778320298
1823,4.064704895019531
1824,3.120452880859375
1825,-11.805564880371094
1826,-5.266151428222656
1827,-5.212196350097656
1828,-10.068893432617188
1829,-5.7007598876953125
1830,-7.02313232421875
1831,3.6974105834960938
1832,-5.1764068603515625
1833,-10.791282653808594
1834,-2.7005844116210938
1835,-5.832954406738281
1836,-18.175804138183594
1837,-9.958709716796875
1838,-10.397560119628906
1839,-6.370391845703125
1840,-4.07232666015625
1841,3.9722747802734375
1842,-19.53411102294922
1843,-10.441780090332031
1844,-6.664703369140625
1845,-0.04015350341796875
1846,-4.567344665527344
1847,-6.828804016113281
1848,-11.891990661621094
1849,-6.776847839355469
1850,-7.0022430419921875
1851,-10.30191040039064
1852,-0.40785980224609375
1853,-3.4060821533203125
1854,-0.769195556640625
1855,-4.406524658203125
1856,-9.60150146484375
1857,-13.65185546875
1858,-6.922088623046875
1859,-11.937347412109375
1860,-5.0294036865234375
1861,-5.414314270019531
1862,-8.81741333007814
1863,-3.8221511840820312
1864,-3.9574356079101562
1865,-8.189002990722656
1866,-10.13669586181642
1867,-6.02825927734375
1868,-2.6008453369140625
1869,-5.600120544433594
1870,2.2693252563476562
1871,-7.800750732421875
1872,-13.316261291503906
1873,-21.47209930419922
1874,-6.595108032226577
1875,-7.4918365478515625
1876,-7.8694686889648295
1877,-4.2076873779296875
1878,-8.199737548828125
1879,3.5087966918945312
1880,-1.9553070068359375
1881,-8.244743347167969
1882,-6.658500671386719
1883,-0.8485260009765625
1884,-10.567268371582031
1885,-3.2194061279296875
1886,1.17242431640625
1887,2.2361373901367188
1888,-3.321136474609375
1889,-6.7809906005859375
1890,-5.75360107421875
1891,0.753509521484375
1892,-9.935348510742188
1893,0.07044219970703125
1894,-7.91705322265625
1895,-0.9007720947265625
1896,-3.3047256469726562
1897,-18.079612731933594
1898,-12.830352783203125
1899,-8.626113891601562
1900,0.743072509765625
1901,-9.6708984375
1902,-6.75018310546875
1903,-10.359642028808594
1904,-4.6158599853515625
1905,-12.031463623046875
1906,-13.418586730957031
1907,-10.0087890625
1908,-4.492057800292969
1909,-3.15643310546875
1910,-5.758567810058594
1911,-5.413642883300781
1912,-0.41637420654296875
1913,-15.042900085449219
1914,-8.426193237304688
1915,-11.100509643554688
1916,-13.296371459960938
1917,-8.360511779785156
1918,-17.35089874267578
1919,-1.63330078125
1920,-12.664321899414062
1921,1.0065994262695312
1922,-17.061477661132812
1923,-5.2072601318359375
1924,-13.541770935058594
1925,-6.947769165039077
1926,-1.33929443359375
1927,-8.472991943359375
1928,-13.445999145507812
1929,-1.7412948608398438
1930,-7.295417785644531
1931,-15.018814086914062
1932,-4.034004211425781
1933,-9.176094055175781
1934,2.0218887329101562
1935,-12.602615356445312
1936,-9.382644653320312
1937,-7.983177185058594
1938,-13.151855468750014
1939,-10.392524719238281
1940,-8.310455322265625
1941,-2.3486709594726562
1942,-3.1641769409179688
1943,-5.590293884277344
1944,-5.645477294921875
1945,-3.7790985107421875
1946,-4.9111480712890625
1947,-12.082138061523438
1948,-6.178428649902344
1949,-12.201202392578125
1950,-11.56884765625
1951,-0.9295272827148438
1952,2.1234588623046875
1953,-3.263519287109375
1954,-9.429580688476562
1955,-4.894500732421875
1956,-11.953971862792969
1957,-4.7447967529296875
1958,-13.666336059570312
1959,-11.290840148925781
1960,-5.4626312255859375
1961,-16.25818634033203
1962,-15.535179138183608
1963,-11.538314819335938
1964,-15.997009277343764
1965,-5.901336669921875
1966,-6.941352844238281
1967,-4.762565612792969
1968,-16.625526428222656
1969,-5.9493865966796875
1970,-14.557601928710938
1971,-9.045951843261719
1972,-10.955833435058594
1973,-5.4708099365234375
1974,-9.836654663085938
1975,-5.993743896484375
1976,-11.593658447265625
1977,-10.942787170410156
1978,-10.26458740234375
1979,-3.5530776977539062
1980,-1.3275375366210938
1981,-6.5202484130859375
1982,-8.298225402832031
1983,-1.5057220458984375
1984,-13.679412841796875
1985,-17.613494873046875
1986,-5.553230285644531
1987,-3.6228790283203125
1988,-5.326148986816406
1989,-10.471305847167969
1990,-6.5886688232421875
1991,-15.985374450683594
1992,-13.738510131835952
1993,-8.014152526855469
1994,-8.60443115234375
1995,-1.4778976440429688
1996,0.5527801513671875
1997,-3.7747268676757812
1998,-4.419548034667969
1999,7.5879669189453125
2000,-16.84075164794922
2001,-7.495780944824219
2002,-12.550910949707031
2003,-13.557487487792969
2004,-5.411979675292969
2005,-15.778366088867188
2006,0.09378814697265625
2007,-8.346542358398438
2008,-3.923614501953125
2009,-6.145942687988281
2010,-10.403076171875
2011,-3.0686111450195312
2012,-11.55828857421875
2013,-9.812446594238281
2014,-5.1815643310546875
2015,-5.5888214111328125
2016,-2.5181961059570312
2017,-12.063751220703125
2018,-7.501495361328125
2019,-2.7776565551757812
2020,-16.447486877441406
2021,-6.9061737060546875
2022,-8.116554260253906
2023,-10.380027770996094
2024,-8.049385070800781
2025,-1.9898452758789062
2026,-10.966827392578125
2027,-9.417999267578125
2028,-12.3486328125
2029,2.2937164306640625
2030,-7.348045349121094
2031,-1.5771331787109375
2032,-4.390319824218736
2033,-7.198493957519531
2034,-5.806526184082031
2035,-13.062812805175781
2036,-7.701934814453125
2037,-8.418540954589844
2038,-11.446449279785156
2039,-11.6795654296875
2040,-0.6969223022460938
2041,-12.913787841796875
2042,-10.894935607910156
2043,-0.17012786865234375
2044,-15.0858154296875
2045,0.5776519775390625
2046,-3.7819366455078125
2047,-10.693008422851562
2048,-20.28513336181642
2049,-7.9977874755859375
2050,-8.26214599609375
2051,-9.742118835449219
2052,-1.3887939453125
2053,-9.091445922851562
2054,-15.089324951171875
2055,-7.948501586914077
2056,-7.48736572265625
2057,-3.98297119140625
2058,-5.278953552246094
2059,-9.410293579101562
2060,-0.264068603515625
2061,-4.150848388671875
2062,-12.812721252441406
2063,-3.1758804321289062
2064,0.1577911376953125
2065,-8.0618896484375
2066,-11.715751647949219
2067,-6.637443542480469
2068,3.886474609375
2069,-10.670936584472656
2070,-3.963104248046875
2071,-8.110198974609375
2072,-8.333412170410156
2073,-0.6344070434570312
2074,1.530914306640625
2075,-14.220878601074219
2076,-14.431266784667969
2077,-6.9668731689453125
2078,-10.661506652832031
2079,-8.514366149902344
2080,-4.4595794677734375
2081,-13.075248718261719
2082,-8.468719482421875
2083,-15.774063110351548
2084,-5.35662841796875
2085,-10.894523620605469
2086,-1.4397354125976562
2087,-7.0567626953125
2088,-3.2174072265625
2089,-10.893486022949219
2090,7.211204528808594
2091,-15.287139892578125
2092,-8.654617309570312
2093,-10.175544738769531
2094,-13.642433166503906
2095,-0.41101837158203125
2096,7.520545959472656
2097,-6.655525207519531
2098,-18.58393096923828
2099,-9.596748352050781
2100,-10.740951538085938
2101,-12.860984802246094
2102,-6.462867736816406
2103,-16.806861877441392
2104,-6.902610778808594
2105,-6.268768310546875
2106,3.6681976318359375
2107,-8.836227416992188
2108,-10.979591369628906
2109,-6.0922393798828125
2110,-13.744316101074219
2111,-13.168624877929688
2112,-15.469223022460938
2113,-8.250595092773438
2114,2.5830612182617188
2115,-8.44036865234375
2116,-12.580528259277344
2117,7.613685607910156
2118,-8.179550170898438
2119,-4.800537109375
2120,-9.13330078125
2121,-2.149932861328125
2122,-0.21961212158203125
2123,0.37014007568359375
2124,-15.22000122070314
2125,-4.635108947753906
2126,-4.570640563964844
2127,-6.263496398925781
2128,-16.936546325683594
2129,-9.09130859375
2130,-4.058677673339844
2131,-0.315826416015625
2132,-10.34295654296875
2133,-3.7839279174804688
2134,-13.102943420410156
2135,-14.901344299316406
2136,-3.834228515625
2137,-2.5181732177734375
2138,-11.500617980957031
2139,-15.948616027832031
2140,-9.599868774414062
2141,-15.379798889160156
2142,-5.631507873535156
2143,-2.119232177734375
2144,-5.943618774414048
2145,-14.364212036132812
2146,-1.211578369140625
2147,0.9685516357421875
2148,-11.510345458984375
2149,-7.8759078979492045
2150,-5.710723876953125
2151,-10.946380615234375
2152,-13.085121154785156
2153,-4.874977111816406
2154,-3.5702667236328125
2155,-6.1021881103515625
2156,-2.0574111938476562
2157,-0.06287384033203125
2158,-14.804122924804688
2159,-8.741928100585938
2160,-7.117591857910156
2161,-4.967918395996094
2162,-8.936752319335938
2163,-6.812110900878906
2164,-12.958702087402358
2165,-5.550628662109375
2166,-8.803680419921875
2167,-7.879920959472656
2168,-13.818801879882812
2169,3.4651947021484375
2170,-4.688812255859375
2171,-6.192451477050781
2172,-8.830986022949219
2173,-1.15716552734375
2174,-7.82861328125
2175,-8.765121459960938
2176,-5.5569610595703125
2177,-11.649887084960952
2178,-3.8199462890625
2179,-13.0406494140625
2180,-8.900711059570312
2181,-11.912796020507812
2182,-5.3321685791015625
2183,-8.630691528320312
2184,-9.541557312011719
2185,-4.456230163574219
2186,-6.764251708984375
2187,-2.7858657836914062
2188,-8.040245056152344
2189,-4.313896179199219
2190,-7.6996917724609375
2191,-6.795814514160142
2192,-11.210929870605455
2193,3.8960113525390625
2194,-17.70146942138672
2195,-7.828437805175781
2196,0.973388671875
2197,-10.235893249511719
2198,-2.13848876953125
2199,-5.430305480957031
2200,-1.8430099487304688
2201,-2.8680877685546875
2202,-7.520599365234375
2203,-12.9259033203125
2204,-16.69354248046875
2205,-1.8375473022460938
2206,-0.259552001953125
2207,-10.607032775878906
2208,-2.7869491577148438
2209,-7.28448486328125
2210,-16.654922485351562
2211,-6.59136962890625
2212,0.0164947509765625
2213,-6.386482238769531
2214,-3.9874725341796875
2215,-7.5405426025390625
2216,-9.039009094238281
2217,-6.1625518798828125
2218,-11.72323608398436
2219,-5.27471923828125
2220,-4.210487365722656
2221,-6.173774719238281
2222,-14.107955932617202
2223,-8.294937133789062
2224,-10.107414245605469
2225,-7.0651092529296875
2226,-2.1770553588867188
2227,-0.30401611328125
2228,-3.68536376953125
2229,-5.103729248046875
2230,-13.464263916015625
2231,-6.287147521972656
2232,-6.3284759521484375
2233,-14.481903076171875
2234,-16.85144805908203
2235,-8.032249450683594
2236,-12.629188537597656
2237,-4.689788818359375
2238,-5.870399475097656
2239,-9.642257690429702
2240,-7.1112213134765625
2241,-17.458663940429673
2242,-8.0770263671875
2243,-5.5813140869140625
2244,-4.599708557128906
2245,-6.239967346191406
2246,-12.04067230224608
2247,-10.016227722167969
2248,-10.357421875
2249,-12.634208679199219
2250,-3.1440505981445312
2251,-14.644218444824219
2252,-21.120521545410156
2253,-7.810813903808594
2254,-10.139785766601562
2255,-11.524185180664062
2256,-10.727073669433594
2257,-9.234573364257812
2258,-3.9656600952148438
2259,-11.804450988769531
2260,-1.6897506713867188
2261,-8.505897521972656
2262,-1.0461044311523438
2263,2.4851150512695312
2264,-6.860984802246094
2265,-2.4200515747070312
2266,-7.939239501953139
2267,-5.037254333496094
2268,-10.71649169921875
2269,-14.78847503662108
2270,-11.59060668945314
2271,-4.518394470214844
2272,-4.639869689941406
2273,-16.34215545654297
2274,-5.422554016113281
2275,-4.462318420410156
2276,0.40549468994140625
2277,-12.047470092773438
2278,-6.260780334472656
2279,-2.8943023681640625
2280,4.0566253662109375
2281,-8.265907287597656
2282,-2.5585098266601562
2283,-11.485397338867188
2284,-3.9670486450195312
2285,-3.4166946411132812
2286,1.009796142578125
2287,-6.8858642578125
2288,-13.185409545898438
2289,-10.992607116699219
2290,-6.127403259277344
2291,-5.800872802734375
2292,-7.066078186035156
2293,-6.818855285644531
2294,-0.3253021240234375
2295,-0.02880859375
2296,-4.932952880859375
2297,-2.1887893676757812
2298,-4.12921142578125
2299,2.4330291748046875
2300,-2.37774658203125
2301,-7.590980529785156
2302,-12.797309875488295
2303,-14.538108825683594
2304,-1.2926559448242188
2305,-11.048828125
2306,-3.3489990234375
2307,-5.9730987548828125
2308,-12.1236572265625
2309,1.5598602294921875
2310,-12.790893554687514
2311,-13.802757263183594
2312,-1.8158340454101562
2313,-4.7938995361328125
2314,-11.485298156738281
2315,-9.522903442382812
2316,-10.351165771484375
2317,-8.539375305175781
2318,-14.30517578125
2319,-5.009712219238281
2320,-5.935028076171875
2321,-11.516159057617188
2322,-13.335762023925781
2323,-4.534782409667969
2324,-7.422958374023423
2325,-5.6810455322265625
2326,-3.2011795043945312
2327,-5.702537536621094
2328,0.33779144287109375
2329,-10.279144287109375
2330,-12.925895690917969
2331,-6.085731506347656
2332,-3.7792510986328125
2333,-7.834526062011719
2334,-15.723823547363281
2335,-8.465019226074219
2336,-8.800437927246094
2337,-2.094207763671875
2338,-3.46441650390625
2339,-1.879486083984375
2340,-10.049308776855469
2341,-7.0943603515625
2342,-16.589210510253906
2343,-6.088127136230469
2344,-5.254798889160156
2345,-6.09942626953125
2346,-11.914764404296875
2347,-10.073158264160156
2348,-24.323020935058594
2349,-9.391403198242188
2350,-6.663978576660156
2351,-2.3041000366210938
2352,-11.693214416503906
2353,-5.1214599609375
2354,-14.479446411132812
2355,-7.965980529785156
2356,-1.7528533935546875
2357,-7.7744598388671875
2358,-14.068405151367188
2359,-7.888641357421875
2360,-4.208625793457031
2361,-1.270263671875
2362,-4.7357940673828125
2363,-7.487884521484375
2364,-16.7521514892578
2365,-4.635490417480469
2366,-6.1710052490234375
2367,0.9058074951171875
2368,-4.937507629394531
2369,-10.402824401855483
2370,-2.8976211547851562
2371,-12.411804199218736
2372,-10.332450866699219
2373,-3.9613723754882812
2374,-19.4619140625
2375,1.6481094360351562
2376,-3.9103469848632812
2377,-6.659309387207031
2378,-4.392127990722656
2379,-4.2374267578125
2380,-12.291831970214844
2381,-8.659568786621094
2382,-0.475799560546875
2383,-10.348983764648438
2384,-5.473777770996094
2385,-6.79852294921875
